tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
61,Valdepoza,Spain,9,Pinus sylvestris,Codominant,29.25,354652.444345,4718990.282244,others,healthy,other,20.1,14.8,0.65,264.83081625,27.9062579598377,20.8144958875768,0,0,313.551570097414,0.313551570097414,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,1,0.5213377,0.092328875500175,3.03206414858617,0.067195721617173,zone3,5.11722056410999,2.32894744437721,2.60030105198225,0,zone3,1,0.077981651376147
62,Valdepoza,Spain,9,Pinus sylvestris,Codominant,34.2,354652.579133,4718986.7869,others,healthy,other,18.7,13,0.813,336.8329272,42.7726250303134,34.0985565147929,0,0,413.704108745106,0.413704108745106,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.154539519596587,3.03206414858617,0.091863310783619,zone2,5.09597190578075,2.31927676321498,3.49794189243215,0,zone3,1,0.069651741293533
63,Valdepoza,Spain,9,Pinus sylvestris,dominant,44.3,354649.007757,4718986.142516,injury,healthy,other,19.5,14.5,1.407,589.335747,71.9958986066847,66.7605518068555,14.239608,0,742.33180541354,0.74233180541354,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.166666666666667,0.333333333333333,1,0.623755133333333,0.23073452210508,3.03206414858617,0.154133604168586,zone3,5.11722056410999,2.32894744437721,1.97308759423931,0,zone3,1,0.010152284263959
64,Valdepoza,Spain,9,Pinus sylvestris,dominate,29.15,354648.114493,4718987.901821,others,healthy,other,19.7,14.9,0.632,257.78881205,28.3463080389613,20.995963431882,0,0,307.131083520843,0.307131083520843,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.333333333333333,0.5213377,0.021996615905245,3.03206414858617,0.066737049089749,zone3,5.11722056410999,2.32894744437721,1.97308759423931,0,zone3,1,0.010152284263959
65,Valdepoza,Spain,9,Pinus sylvestris,Codominant,33.25,354643.34585,4718988.526209,others,healthy,other,19.6,14.8,0.81,333.702985,38.0824128491232,30.257741700288,0,0,402.043139549411,0.402043139549411,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.333333333333333,0.5213377,0.084722289177017,3.03206414858617,0.086830675702109,zone3,5.11722056410999,2.32894744437721,3.87737857902431,0,zone3,0,0.02970297029703
66,Valdepoza,Spain,9,Pinus sylvestris,dominant,35.2,354640.513366,4718991.174057,injury,healthy,other,20.2,12,0.935,385.4405632,41.6920315380007,34.4295318981175,0,0,461.562126636118,0.461562126636118,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.193069306930693,3.03206414858617,0.097313974037598,zone3,5.11722056410999,2.32894744437721,3.87737857902431,0,zone3,0,0.02970297029703
67,Valdepoza,Spain,9,Quercus pyrenaica,dominate,33.55,354639.854269,4718995.365985,inclinated,healthy,other,14,8.8,0.553,0,23.8979,63.0187153,0,411.2951535,86.9166153,0.0869166153,3,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.25,1,0.666666666666667,0.82859,0.351024583524271,2.0617573228005,0.088404613621558,zone2,5.09597190578075,2.31927676321498,4.24342658784216,1,zone2,1,0.306930693069307
68,Valdepoza,Spain,9,Pinus sylvestris,dominate,22.55,354632.44163,4718997.261109,others,healthy,other,19.7,12.5,0.387,154.26948845,16.1185349760989,10.3854353933255,0,0,180.773458819424,0.180773458819424,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,1,0.5213377,0.067908200080936,3.03206414858617,0.039937692958301,zone3,5.11722056410999,2.32894744437721,2.99723621660812,0,zone3,1,0.096330275229358
69,Valdepoza,Spain,9,Pinus sylvestris,dominant,34.55,354633.343208,4718994.402686,injury,healthy,other,21.8,14.8,0.98,400.7498033,36.6507442582845,30.5473953748469,0,0,467.947942933131,0.467947942933131,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,1,0.5213377,0.070336391437309,3.03206414858617,0.093753175114294,zone3,5.11722056410999,2.32894744437721,1.83485765809009,0,zone3,1,0.110091743119266
70,Valdepoza,Spain,9,Pinus sylvestris,Codominant,29.95,354633.124813,4718992.580872,others,healthy,other,19.4,14.9,0.655,267.9884669,30.6222499443338,22.9281154388512,0,0,321.538832283185,0.321538832283185,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.333333333333333,0.5213377,0.124201421886613,3.03206414858617,0.070450411606292,zone3,5.11722056410999,2.32894744437721,1.83485765809009,0,zone3,1,0.110091743119266
71,Valdepoza,Spain,9,Pinus sylvestris,Codominant,32.05,354635.652856,4718990.747662,inclinated,healthy,other,23,17.2,0.899,363.8351255,29.2091904975862,23.6924056725872,0,0,416.736721670173,0.416736721670173,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.333333333333333,0.5213377,0.118840579710145,3.03206414858617,0.080676295693727,zone3,5.11722056410999,2.32894744437721,1.59919696143622,0,zone3,1,0.147826086956522
72,Valdepoza,Spain,9,Pinus sylvestris,dominant,29.25,354636.260506,4718989.268408,others,healthy,other,19.6,13,0.633,258.242985,28.7286625697558,21.2912394640085,0,0,308.262887033764,0.308262887033764,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.666666666666667,0.5213377,0.1377107364685,3.03206414858617,0.067195721617173,zone3,5.11722056410999,2.32894744437721,1.59919696143622,0,zone3,1,0.147826086956522
73,Valdepoza,Spain,9,Pinus sylvestris,dominant,47.95,354631.616767,4718988.599104,injury,healthy,other,21.4,16.4,1.814,757.7251759,76.9773481411674,76.2961118827775,31.15984135,0,942.158477273945,0.942158477273945,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.322429906542056,3.03206414858617,0.180578942077882,zone3,5.11722056410999,2.32894744437721,3.30716368375935,0,zone3,0,0.126168224299065
74,Valdepoza,Spain,9,Pinus sylvestris,dominant,40.25,354634.26758,4718986.6216,inclinated,healthy,other,18.7,10.8,1.116,466.54559875,61.1959495222486,53.2972090632316,2.400866875,0,583.43962421048,0.58343962421048,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.666666666666667,0.5213377,0.119681037795045,3.03206414858617,0.127239411208908,zone2,5.09597190578075,2.31927676321498,3.30716368375935,0,zone3,0,0.126168224299065
75,Valdepoza,Spain,9,Pinus sylvestris,Codominant,37.9,354638.944739,4718986.837715,injury,healthy,other,15.3,7.7,0.799,338.4469242,67.5700550249054,54.1268973665749,0.0572688,0,460.20114539148,0.46020114539148,2,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0,0,0.666666666666667,0.5213377,0.214593398115322,2.0617573228005,0.112815377588573,zone2,5.09597190578075,2.31927676321498,3.62123946413259,0,zone2,0,0.219387755102041
76,Valdepoza,Spain,9,Quercus pyrenaica,suppressed,9.85,354648.274108,4718981.804984,inclinated,healthy,other,7,3,0.025,0,5.7303,4.88328235,0,17.72601075,10.61358235,0.01061358235,3,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.333333333333333,0.666666666666667,0.333333333333333,0.850011966666667,0.543989463601533,2.07944154167984,0.007620129330823,zone1,6.70751034509747,3.05271951455652,0.92215823212068,1,zone1,0,0.635416666666667
77,Valdepoza,Spain,9,Quercus pyrenaica,dominate,18.4,354645.76906,4718981.684833,inclinated,healthy,other,11.6,6.9,0.143,0,11.3612,18.54389248,0,102.5024256,29.90509248,0.02990509248,3,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.333333333333333,0.666666666666667,1,0.850011966666667,0.301796661193213,2.0617573228005,0.026590440219984,zone1,6.70751034509747,3.05271951455652,0.691990601013126,1,zone2,1,0.337142857142857
78,Valdepoza,Spain,9,Quercus pyrenaica,suppressed,10.95,354647.275126,4718978.610564,others,healthy,other,2.8,2.8,0.01,0,8.5871,0.18954626,0,8.7624747,8.77664626,0.00877664626,3,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.333333333333333,0.666666666666667,0.333333333333333,0.850011966666667,0.808415032679739,2.07944154167984,0.009417120328676,zone1,6.70751034509747,3.05271951455652,0.798144894494186,1,zone1,0,0.862745098039216
79,Valdepoza,Spain,9,Quercus pyrenaica,suppressed,15.7,354643.753111,4718976.873091,others,healthy,other,12.4,7.4,0.116,0,8.5806,16.68150088,0,79.7740236,25.26210088,0.02526210088,3,0.971594662438895,3.58498637073851,0.992818573411789,1.68181818181818,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.284142836534727,2.0617573228005,0.019359279329584,zone2,5.09597190578075,2.31927676321498,2.47264103840151,0,zone2,0,0.112903225806452
80,Valdepoza,Spain,5,Pinus sylvestris,dominant,46.1,354629.650994,4718994.227621,injury,healthy,other,21.7,7.6,1.705,710.2026778,69.4730125280052,67.6414101063984,20.8397092,0,868.156809634404,0.868156809634404,2,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.5213377,0.285707239391761,1.89378823239114,0.166913603083389,zone3,5.11722056410999,2.32894744437721,1.8619956633659,0,zone3,0,0.746543778801843
81,Valdepoza,Spain,5,Pinus sylvestris,suppressed,8.85,354627.946441,4718994.976972,others,healthy,other,5.5,3.3,0.015,6.63391575,8.97358417281685,2.51625358339877,0,0,18.1237535062156,0.018123753506216,2,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.333333333333333,0.666666666666667,0.666666666666667,0.726172566666667,0.358808818836869,4.09128202384159,0.00615143476527,zone1,6.70751034509747,3.05271951455652,1.8619956633659,0,zone1,0,0.746543778801843
82,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,12.35,354627.655329,4718998.66297,inclinated,healthy,other,7.6,4,0.041,0,7.7083,6.34435498,0,30.2543631,14.05265498,0.01405265498,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.181814071260626,4.09128202384159,0.011979089137679,zone1,6.70751034509747,3.05271951455652,2.53798528650992,0,zone1,1,0.216494845360825
83,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,9.4,354625.198745,4718998.025346,others,healthy,other,9.7,5.1,0.034,0,4.1247,7.51299496,0,22.3701012,11.63769496,0.01163769496,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0,0.871433933333333,0.460481099656357,4.09128202384159,0.00693977817178,zone1,6.70751034509747,3.05271951455652,1.51007616075956,0,zone1,0,0.257731958762887
84,Valdepoza,Spain,5,Quercus pyrenaica,dominate,10.05,354624.341776,4718999.268702,others,healthy,other,7.2,4.1,0.026,0,5.8209,5.14556784,0,18.9803898,10.96646784,0.01096646784,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.35905880106911,4.09128202384159,0.007932717799855,zone1,6.70751034509747,3.05271951455652,1.31959494964115,1,zone1,1,0.513888888888889
85,Valdepoza,Spain,5,Pinus sylvestris,suppressed,5.3,354623.495991,4718998.255796,others,healthy,other,3.5,2.1,0.003,1.514051,4.89382067868613,0.926124297906628,0,0,7.33399597659276,0.007333995976593,2,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.25,1,0.333333333333333,0.82859,0.484354715540283,4.09128202384159,0.002206183440983,zone1,6.70751034509747,3.05271951455652,0.744016210813341,1,zone1,0,0.3
86,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,9.6,354622.996589,4718998.807301,others,healthy,other,5,5,0.016,0,6.3958,2.762944,0,12.02688,9.158744,0.009158744,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.333333333333333,0.871433933333333,0.363363879343261,4.09128202384159,0.007238229473871,zone1,6.70751034509747,3.05271951455652,0.744016210813341,1,zone1,0,0.3
87,Valdepoza,Spain,5,Quercus pyrenaica,dominate,16.9,354616.65444,4718997.593724,others,healthy,other,11.4,6,0.12,0,10.1032,16.20157252,0,84.9803994,26.30477252,0.02630477252,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.304093567251462,4.09128202384159,0.022431756944795,zone1,6.70751034509747,3.05271951455652,1.56257795378663,0,zone1,1,0.254385964912281
88,Valdepoza,Spain,5,Pinus nigra,Codominant,30.7,354608.239629,4718998.683915,inclinated,healthy,other,22.8,13.9,0.812,418.7104603328,67.85928,49.103729,0,0,535.673469332801,0.535673469332801,1,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.321637426900585,1.89378823239114,0.074022991502046,zone3,5.11722056410999,2.32894744437721,2.19135485193005,0,zone3,1,0.197368421052632
89,Valdepoza,Spain,5,Pinus nigra,Codominant,42.8,354606.428127,4718997.429359,injury,healthy,other,20.9,8.7,1.395,710.292017516161,131.89248,95.438864,24.18852,0,961.811881516161,0.961811881516161,1,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.220760233918129,1.89378823239114,0.143872377163798,zone3,5.11722056410999,2.32894744437721,2.09248111942708,0,zone3,0,0.124401913875598
90,Valdepoza,Spain,5,Pinus nigra,Codominant,43.1,354608.299603,4718996.493381,inclinated,healthy,other,18.3,9.7,1.225,634.586090396169,133.74792,96.781481,25.61808,0,890.733571396169,0.890733571396169,1,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.5213377,0.138609913622941,1.89378823239114,0.145896348230873,zone2,5.09597190578075,2.31927676321498,2.09248111942708,0,zone3,0,0.124401913875598
91,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,11.6,354612.410887,4718997.171684,inclinated,healthy,other,7.2,3.9,0.034,0,7.2128,5.57295616,0,25.2865152,12.78575616,0.01278575616,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.085145886765395,4.09128202384159,0.010568317686676,zone1,6.70751034509747,3.05271951455652,2.40442903840671,0,zone1,1,0.013888888888889
92,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.45,354613.334476,4718994.951715,others,healthy,other,7.1,4.1,0.012,0,2.6326,4.313067295,0,7.709359275,6.945667295,0.006945667295,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.152582434755431,4.09128202384159,0.003267452709274,zone1,6.70751034509747,3.05271951455652,2.13913203017225,0,zone1,1,0.342592592592593
93,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,8.45,354615.483607,4718995.692269,others,healthy,other,7.9,4.4,0.022,0,4.0726,5.412684055,0,14.722481475,9.485284055,0.009485284055,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.146965639464758,4.09128202384159,0.005607939236199,zone1,6.70751034509747,3.05271951455652,0.798341370681005,0,zone1,1,0.070588235294118
94,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.6,354615.550547,4718996.487799,others,healthy,other,8.5,4.3,0.016,0,2.1443,5.4154388,0,9.663786,7.5597388,0.0075597388,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.151461988304094,4.09128202384159,0.003421194399759,zone1,6.70751034509747,3.05271951455652,0.798341370681005,0,zone1,1,0.070588235294118
95,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,8.5,354617.577984,4718994.90702,others,healthy,other,7.4,5,0.02,0,4.34,4.964317,0,13.954365,9.304317,0.009304317,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.079595544912001,4.09128202384159,0.005674501730547,zone1,6.70751034509747,3.05271951455652,1.96443791757511,0,zone1,1,0.013333333333333
96,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,5.75,354619.518711,4718995.294682,others,healthy,other,6.2,2.4,0.008,0,2.4045,3.56640775,0,5.35017375,5.97090775,0.00597090775,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.263878615457563,4.09128202384159,0.002596722677733,zone1,6.70751034509747,3.05271951455652,1.97906622295037,0,zone1,1,0.162162162162162
97,Valdepoza,Spain,5,Quercus pyrenaica,dominate,11.6,354624.14688,4718995.191071,others,healthy,other,9.3,6.1,0.047,0,6.2783,8.21881504,0,32.6617488,14.49711504,0.01449711504,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.210878320954809,4.09128202384159,0.010568317686676,zone1,6.70751034509747,3.05271951455652,2.31380446943856,0,zone1,1,0.258064516129032
98,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,5.85,354625.878346,4718992.010601,others,healthy,other,6.3,3.4,0.008,0,2.4498,3.646952415,0,5.627205675,6.096752415,0.006096752415,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.098379076639946,4.09128202384159,0.002687828864687,zone1,6.70751034509747,3.05271951455652,0.356867040699913,0,zone1,0,0.015873015873016
99,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,8.8,354625.524812,4718992.059261,others,healthy,other,6.2,3.5,0.017,0,5.1434,3.89284864,0,12.5313408,9.03624864,0.00903624864,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.107483498787847,4.09128202384159,0.00608212337735,zone1,6.70751034509747,3.05271951455652,0.356867040699913,0,zone1,0,0.015873015873016
100,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.6,354625.037775,4718993.055656,others,healthy,other,6.9,3.3,0.012,0,2.8563,4.18287432,0,7.8447204,7.03917432,0.00703917432,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.096618357487923,4.09128202384159,0.003421194399759,zone1,6.70751034509747,3.05271951455652,1.10905727350688,0,zone1,1,0.101449275362319
101,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.7,354622.742446,4718993.337281,others,healthy,other,6.2,3.5,0.011,0,3.2576,3.65341084,0,7.2640998,6.91101084,0.00691101084,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.159773917838434,4.09128202384159,0.003525652355491,zone1,6.70751034509747,3.05271951455652,1.74179362266247,0,zone1,1,0.032258064516129
102,Valdepoza,Spain,5,Quercus pyrenaica,dominate,28.1,354626.231946,4718987.868844,others,healthy,other,13.3,4.6,0.372,0,19.3153,43.09869394,0,274.0973193,62.41399394,0.06241399394,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.401002506265664,2.47990520757034,0.062015824380026,zone2,5.09597190578075,2.31927676321498,2.63480222554765,0,zone2,0,0.654135338345865
