tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
2744,Marugan,Spain,9,Quercus faginea,suppressed,9.5,368706,4587398,others,healthy,other,3.1,2.2,0.011,13.8985,5.78276875,9.7886955,7.770525,0,37.24048925,0.037240489,3,0.957196208,3.195729111,0.980857711,2.166666667,0.333333333,0.666666667,1,0.2459775,0.317411924,2.931717264,0.007088218424662,zone1,5.670455893,2.281959322,1.414213562,1,zone1,1,0.243902439
2745,Marugan,Spain,9,Juniperus thurifera,dominate,7,368707,4587399,inclinated,healthy,other,4.1,0,0.211,8.87978,7.8351,1.591128,0,0,18.306008,0.018306008,1,0.957196208,3.195729111,0.980857711,2.166666667,0.333333333,0.666666667,1,0.245696033,0.178523035,2.931717264,0.003848451000648,zone1,5.670455893,2.281959322,0,0,zone1,1,0.145833333
2746,Marugan,Spain,9,Juniperus thurifera,dominate,8.9,368707,4587399,inclinated,healthy,other,4.8,0,0.316,14.2889856,11.66256,3.01124736,0,0,28.96279296,0.028962793,1,0.957196208,3.195729111,0.980857711,2.166666667,0.333333333,0.666666667,1,0.245696033,0.118055556,2.931717264,0.006221138852271,zone1,5.670455893,2.281959322,0,0,zone1,1,0
2747,Marugan,Spain,9,Quercus faginea,dominate,6.9,368708,4587403,others,healthy,other,3.3,2,0.006,7.33194,3.02442525,5.10693426,4.099221,0,19.56252051,0.019562521,3,0.957196208,3.195729111,0.980857711,2.166666667,0.166666667,0.333333333,0.666666667,0.3709217,0.251035048,2.931717264,0.003739280655935,zone1,5.670455893,2.281959322,1.414213562,0,zone1,1,0.029411765
2748,Marugan,Spain,9,Quercus faginea,suppressed,9.5,368709,4587404,injury,healthy,other,3.4,0,0.012,13.8985,5.7083125,9.626787,7.770525,0,37.0041245,0.037004125,3,0.957196208,3.195729111,0.980857711,2.166666667,0.166666667,0.333333333,0.666666667,0.3709217,0.238143062,2.931717264,0.007088218424662,zone1,5.670455893,2.281959322,1.414213562,0,zone1,1,0.029411765
2749,Marugan,Spain,9,Quercus faginea,dominate,8.2,368711,4587404,others,healthy,other,4.1,2.1,0.01,10.35496,4.123493,6.89088968,5.789364,0,27.15870668,0.027158707,3,0.957196208,3.195729111,0.980857711,2.166666667,0.166666667,0.333333333,0.666666667,0.3709217,0.331042129,2.931717264,0.005281017250684,zone1,5.670455893,2.281959322,2,0,zone1,0,0.170731707
2750,Marugan,Spain,9,Pinus pinea,dominant,42.75,368714,4587404,injury,healthy,other,11,4.9,0.096,353.2073556,120.0386688,95.94703125,101.2854375,0,670.4784931,0.670478493,2,0.957196208,3.195729111,0.980857711,2.166666667,0.25,1,0.333333333,0.6208101,0.666666667,1.386294361,0.143536423099405,zone3,3.33220451,1.340977743,2,1,zone3,1,0.681818182
2751,Marugan,Spain,9,Quercus faginea,dominate,6.2,368714,4587402,others,healthy,other,3.5,2.1,0.005,5.91976,2.420759,4.0773308,3.309684,0,15.7275338,0.015727534,3,0.957196208,3.195729111,0.980857711,2.166666667,0.5,0.666666667,0.666666667,0.3709217,0.276053215,2.931717264,0.0030190705401,zone1,5.670455893,2.281959322,2,1,zone1,1,0.681818182
2752,Marugan,Spain,13,Pinus pinea,dominant,27.05,368729,4587392,inclinated,healthy,other,8.3,2.9,0.585,109.9314552,50.19426675,38.41438125,5.1135175,0,203.6536207,0.203653621,2,0.9056,2.379761205,0.992437507,1.375,0.333333333,0.666666667,0.666666667,0.495584433,0.363922982,0,0.057467779965332,zone2,4.604106009,1.85282856,3.605551275,0,zone2,0,0.224299065
2753,Marugan,Spain,13,Pinus pinea,dominant,39.95,368727,4587395,injury,healthy,other,10.7,4.3,0.531,301.4502705,104.5154768,83.79013125,75.2121175,0,564.967996,0.564967996,2,0.9056,2.379761205,0.992437507,1.375,0.333333333,0.666666667,0.666666667,0.495584433,0.448598131,1.945910149,0.125349743227774,zone3,3.33220451,1.340977743,3.605551275,0,zone3,0,0.224299065
2754,Marugan,Spain,13,Quercus faginea,dominant,10.8,368734,4587398,others,healthy,other,4.6,2.9,0.018,17.96256,6.992568,11.60474688,10.042704,0,46.60257888,0.046602579,3,0.9056,2.379761205,0.992437507,1.375,0.25,1,1,0.6208101,0.499674219,1.098612289,0.009160884177868,zone1,5.670455893,2.281959322,7,1,zone1,1,0.483146067
2755,Marugan,Spain,13,Pinus pinea,dominant,43,368734,4587405,others,healthy,other,8.9,4.2,0.298,287.8200817,127.491,97.0725,103.80175,0,616.1853317,0.616185332,2,0.9056,2.379761205,0.992437507,1.375,0.333333333,0.666666667,1,0.495584433,0.359914185,1.945910149,0.145220120412188,zone2,4.604106009,1.85282856,6,0,zone3,1,0.13592233
2756,Marugan,Spain,13,Quercus faginea,dominant,7.75,368724,4587403,others,healthy,other,4.8,0,0.761,9.249625,3.5677125,5.9039035,5.17138125,0,23.89262225,0.023892622,3,0.9056,2.379761205,0.992437507,1.375,0.333333333,0.666666667,0.666666667,0.4958659,0.454413483,1.098612289,0.004717297718906,zone1,5.670455893,2.281959322,5.099019514,0,zone1,1,0.333333333
2757,Marugan,Spain,13,Pinus pinea,dominant,35.9,368718,4587408,injury,healthy,other,10.1,5.5,0.138,231.4192167,84.493167,67.662525,44.35132,0,427.9262287,0.427926229,2,0.9056,2.379761205,0.992437507,1.375,0.166666667,0.333333333,1,0.370358767,0.26819682,1.945910149,0.101222900696827,zone2,4.604106009,1.85282856,5,1,zone3,1,0.683168317
2758,Marugan,Spain,13,Pinus pinea,dominant,39.1,368723,4587411,injury,healthy,other,9.7,4.5,0.009,261.7100205,102.591967,80.262525,68.06332,0,512.6278325,0.512627833,2,0.9056,2.379761205,0.992437507,1.375,0.166666667,0.333333333,0.666666667,0.370358767,0.240005444,1.945910149,0.120072456618365,zone2,4.604106009,1.85282856,3,1,zone3,1,0.670103093
2759,Marugan,Spain,13,Quercus faginea,dominate,7,368723,4587408,others,healthy,other,3.2,1.7,0.006,7.546,3.1262,5.285336,4.2189,0,20.176436,0.020176436,3,0.9056,2.379761205,0.992437507,1.375,0.333333333,0.666666667,0.666666667,0.4958659,0.562201581,1.098612289,0.003848451000648,zone1,5.670455893,2.281959322,3,1,zone1,1,0.670103093
2760,Marugan,Spain,13,Pinus pinea,dominant,38.7,368734,4587411,others,healthy,other,10.3,5.5,0.583,272.7728788,98.695583,78.628725,64.82268,0,514.9198668,0.514919867,2,0.9056,2.379761205,0.992437507,1.375,0,0,0.666666667,0.2451331,0.071074125,1.945910149,0.117628297533872,zone2,4.604106009,1.85282856,6,0,zone3,1,0.13592233
2761,Marugan,Spain,13,Pinus pinea,dominant,38.4,368746,4587406,others,healthy,other,9.9,4,0.614,258.0880621,98.191092,77.4144,62.44407,0,496.1376241,0.496137624,2,0.9056,2.379761205,0.992437507,1.375,0.166666667,0.333333333,0.666666667,0.370358767,0.225066196,1.945910149,0.115811671581934,zone2,4.604106009,1.85282856,12.04159458,0,zone3,1,0.101010101
2762,Marugan,Spain,13,Pinus pinea,dominant,41.1,368737,4587419,others,healthy,other,10.5,3.5,0.43,312.2943265,111.670647,88.683525,85.45212,0,598.1006185,0.598100619,2,0.9056,2.379761205,0.992437507,1.375,0,0,0.333333333,0.2451331,0.193650794,1.945910149,0.13267024315926,zone3,3.33220451,1.340977743,7.211102551,0,zone3,0,0.028571429
2763,Marugan,Spain,14,Pinus pinea,dominate,9.35,368732,4587425,others,healthy,other,4.9,2,0.029,8.329819878,14.25547075,4.58968125,0,0,27.17497188,0.027174972,2,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0.333333333,0.2451331,0.506777494,2.273965716,0.006866147093961,zone1,5.670455893,2.281959322,2.236067977,0,zone1,1,0.519607843
2764,Marugan,Spain,14,Pinus pinea,codominant,35.95,368731,4587423,injury,healthy,other,10.2,3.1,0.021,234.3814021,84.46445675,67.85113125,44.6829175,0,431.3799076,0.431379908,2,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0.333333333,0.2451331,0.215406162,2.197224577,0.101505054987027,zone2,4.604106009,1.85282856,2.236067977,0,zone3,1,0.519607843
2765,Marugan,Spain,14,Pinus pinea,dominant,32.2,368720,4587416,inclinated,healthy,other,9.6,4.9,0.037,178.2723246,68.092388,54.4341,23.24023,0,324.0390426,0.324039043,2,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0,0.2451331,0.085518508,2.197224577,0.081433223173701,zone2,4.604106009,1.85282856,3.605551275,0,zone3,0,0.135135135
2766,Marugan,Spain,14,Pinus pinea,dominant,35.9,368713,4587416,inclinated,healthy,other,10.8,3.6,0.051,247.7784187,82.514267,67.662525,44.35132,0,442.3065307,0.442306531,2,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0.666666667,0.2451331,0.110860861,2.197224577,0.101222900696827,zone3,3.33220451,1.340977743,3.605551275,0,zone3,0,0.083333333
2767,Marugan,Spain,14,Pinus pinea,dominant,23.65,368711,4587419,inclinated,healthy,other,9.9,3.3,0.781,101.6193153,33.48380075,29.36443125,0.3266575,0,164.7942048,0.164794205,2,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0.666666667,0.2451331,0.095117845,2.197224577,0.043929086424687,zone2,4.604106009,1.85282856,3,0,zone3,1,0.050505051
2768,Marugan,Spain,14,Pinus pinea,codominant,27.85,368711,4587422,inclinated,healthy,other,9.4,5.6,0.043,131.9945799,50.18971075,40.72018125,7.0697575,0,229.9742294,0.229974229,2,0.956295525,3.176633395,0.986876651,1.470588235,0.166666667,0.333333333,1,0.370358767,0.247331471,2.197224577,0.060917248698974,zone2,4.604106009,1.85282856,2,0,zone3,1,0.106382979
2769,Marugan,Spain,14,Pinus pinea,dominant,38.05,368708,4587425,inclinated,healthy,other,11.2,5.4,0.186,287.5662818,92.62423675,76.00963125,59.7252175,0,515.9253673,0.515925367,2,0.956295525,3.176633395,0.986876651,1.470588235,0.333333333,0.666666667,0.666666667,0.495584433,0.464285714,2.197224577,0.113710142446223,zone3,3.33220451,1.340977743,1,1,zone3,1,0.580357143
2770,Marugan,Spain,14,Quercus faginea,dominate,9.65,368708,4587426,others,healthy,other,4.7,1.7,0.015,14.340865,5.557085188,9.209256515,8.01784725,0,37.12505395,0.037125054,3,0.956295525,3.176633395,0.986876651,1.470588235,0.333333333,0.666666667,0.666666667,0.4958659,0.298674818,2.273965716,0.007313824047098,zone1,5.670455893,2.281959322,1,1,zone1,1,0.580357143
2771,Marugan,Spain,14,Quercus faginea,dominate,9.55,368710,4587425,others,healthy,other,3.9,1.9,0.013,14.045185,5.643154688,9.455692795,7.85253525,0,36.99656773,0.036996568,3,0.956295525,3.176633395,0.986876651,1.470588235,0.333333333,0.666666667,0.333333333,0.4958659,0.37096919,2.273965716,0.007163027599726,zone1,5.670455893,2.281959322,2,1,zone1,0,0.651785714
2772,Marugan,Spain,14,Pinus pinea,dominate,12.9,368712,4587427,others,healthy,other,5.5,1.7,0.079,17.40057984,18.143687,8.736525,0,0,44.28079184,0.044280792,2,0.956295525,3.176633395,0.986876651,1.470588235,0.25,1,0.666666667,0.6208101,0.163636364,2.273965716,0.013069810837097,zone1,5.670455893,2.281959322,2.828427125,1,zone1,1,0.290909091
2773,Marugan,Spain,14,Pinus pinea,dominate,19.95,368704,4587432,others,healthy,other,6,2.6,0.422,43.97519608,33.10377675,20.89513125,0,0,97.97410408,0.097974104,2,0.956295525,3.176633395,0.986876651,1.470588235,0.333333333,0.666666667,0.666666667,0.495584433,0.307946554,1.791759469,0.031259043252759,zone1,5.670455893,2.281959322,4.472135955,0,zone2,1,0.240506329
2774,Marugan,Spain,10,Pinus pinea,dominant,46.85,368707,4587418,others,healthy,other,10.4,4.3,0.023,397.8182043,147.7072208,115.2334313,146.4518575,0,807.2107138,0.807210714,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,0.666666667,0.2451331,0.077316689,1.945910149,0.172388810029974,zone2,4.604106009,1.85282856,3.605551275,0,zone3,0,0.087719298
2775,Marugan,Spain,15,Quercus faginea,dominate,8.05,368699,4587438,others,healthy,other,4.1,2.3,0.009,9.979585,3.974013313,6.641089805,5.57949525,0,26.17418337,0.026174183,3,0.965595292,3.399906845,0.990075572,2.583333333,0.166666667,0.333333333,0.666666667,0.3709217,0.303168452,3.120963811,0.005089576448356,zone1,5.670455893,2.281959322,2.236067977,0,zone1,1,0.268292683
2776,Marugan,Spain,14,Pinus pinea,dominant,25.45,368721,4587439,others,healthy,other,8.7,2.9,0.543,102.5740743,43.12466675,34.00438125,2.1495175,0,181.8526398,0.18185264,2,0.956295525,3.176633395,0.986876651,1.470588235,0.25,1,0.333333333,0.598328,0.620689655,1.791759469,0.050870435392794,zone2,4.604106009,1.85282856,1.414213562,1,zone2,0,0.643678161
2777,Marugan,Spain,14,Quercus ilex,dominate,7.5,368722,4587438,others,healthy,other,3.1,1.8,0.007,8.04375,4.635,5.05125,0,0,17.73,0.01773,4,0.956295525,3.176633395,0.986876651,1.470588235,0.166666667,0.333333333,0.333333333,0.680693933,0.268613441,2.273965716,0.004417864669111,zone1,5.670455893,2.281959322,1.414213562,1,zone1,0,0.643678161
2778,Marugan,Spain,14,Quercus ilex,dominate,6.9,368724,4587437,others,healthy,other,3.1,1.6,0.006,6.80823,3.923064,4.275378,0,0,15.006672,0.015006672,4,0.956295525,3.176633395,0.986876651,1.470588235,0,0,0.666666667,0.7218769,0.074256074,2.273965716,0.003739280655935,zone1,5.670455893,2.281959322,2.236067977,0,zone1,0,0
2779,Marugan,Spain,14,Quercus ilex,dominate,6.95,368726,4587439,others,healthy,other,3.7,1.8,0.007,6.9072575,3.980126,4.3375645,0,0,15.224948,0.015224948,4,0.956295525,3.176633395,0.986876651,1.470588235,0,0,1,0.7218769,0.144144144,2.273965716,0.003793669478751,zone1,5.670455893,2.281959322,0,0,zone1,1,0.108108108
2780,Marugan,Spain,14,Quercus ilex,dominate,3.05,368726,4587439,others,healthy,other,3.3,1.8,0.001,1.3302575,0.766526,0.8353645,0,0,2.932148,0.002932148,4,0.956295525,3.176633395,0.986876651,1.470588235,0,0,1,0.7218769,0.04040404,2.273965716,0.0007306166415,zone1,5.670455893,2.281959322,0,0,zone1,1,0
2781,Marugan,Spain,14,Pinus pinea,dominate,29.1,368727,4587435,others,healthy,other,9.9,3.9,0.046,151.4137062,53.809167,44.457525,10.75932,0,260.4397182,0.260439718,2,0.956295525,3.176633395,0.986876651,1.470588235,0.333333333,0.666666667,0.666666667,0.480596367,0.562289562,2.197224577,0.066508301874659,zone2,4.604106009,1.85282856,3.605551275,1,zone3,0,0.686868687
2783,Marugan,Spain,9,Pinus pinea,dominant,19.1,368705,4587404,others,healthy,other,7,3,0.257,47.32423647,27.930067,19.152525,0,0,94.40682847,0.094406828,2,0.957196208,3.195729111,0.980857711,2.166666667,0.5,1,0.666666667,0.495584433,0.495238095,0.636514168,0.028652110398902,zone2,4.604106009,1.85282856,3.16227766,1,zone2,0,0.528571429
2784,Marugan,Spain,10,Juniperus thurifera,dominate,7.75,368701,4587403,others,healthy,other,3.9,0,0.008,9.6508425,8.251425,1.8552105,0,0,19.757478,0.019757478,1,0.920138889,2.542668915,0.991313496,1.181818182,0.333333333,0.666666667,1,0.2451331,0.385098079,1.329661349,0.004717297718906,zone1,5.670455893,2.281959322,0,0,zone1,1,0.076923077
2785,Marugan,Spain,10,Juniperus thurifera,dominate,5.85,368701,4587403,others,healthy,other,3.6,0,0.011,6.1962732,5.74938,0.97575192,0,0,12.92140512,0.012921405,1,0.920138889,2.542668915,0.991313496,1.181818182,0.333333333,0.666666667,1,0.2451331,0.383088563,1.329661349,0.002687828864687,zone1,5.670455893,2.281959322,0,0,zone1,1,0
2786,Marugan,Spain,10,Pinus pinea,dominant,37.75,368690,4587408,inclinated,healthy,other,11.1,4.5,0.067,280.6448241,91.29921875,74.81578125,57.4429375,0,504.2027616,0.504202762,2,0.920138889,2.542668915,0.991313496,1.181818182,0.25,1,0.666666667,0.6208101,0.657657658,1.945910149,0.111924147022658,zone3,3.33220451,1.340977743,3.605551275,1,zone3,1,0.657657658
2787,Marugan,Spain,10,Pinus pinea,dominant,39.8,368699,4587408,inclinated,healthy,other,9.4,3.5,0.079,262.2601994,107.344828,83.1621,73.92463,0,526.6917574,0.526691757,2,0.920138889,2.542668915,0.991313496,1.181818182,0.333333333,0.666666667,0.666666667,0.2451331,0.485815603,1.945910149,0.124410210674809,zone2,4.604106009,1.85282856,5.385164807,1,zone3,1,0.585106383
2788,Marugan,Spain,10,Pinus pinea,dominant,31.35,368707,4587411,inclinated,healthy,other,8.4,3.5,0.685,147.785115,67.66575075,51.59818125,19.3456575,0,286.3947045,0.286394705,2,0.920138889,2.542668915,0.991313496,1.181818182,0.166666667,0.333333333,1,0.370358767,0.318070818,0.693147181,0.077190698644569,zone2,4.604106009,1.85282856,7,0,zone2,1,0.192307692
2789,Marugan,Spain,10,Pinus pinea,dominant,42.75,368704,4587420,inclinated,healthy,other,11.4,5,0.589,366.3036872,118.9078688,95.94703125,101.2854375,0,682.4440247,0.682444025,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,0.333333333,0.2451331,0.257309942,1.945910149,0.143536423099405,zone3,3.33220451,1.340977743,3.605551275,0,zone3,0,0.087719298
2790,Marugan,Spain,10,Pinus pinea,dominant,21.45,368702,4587428,inclinated,healthy,other,7.9,2.6,0.481,66.91662113,32.12294675,24.15538125,0,0,123.1949491,0.123194949,2,0.920138889,2.542668915,0.991313496,1.181818182,0.166666667,0.333333333,0.333333333,0.370358767,0.313404159,0.693147181,0.036136365847457,zone2,4.604106009,1.85282856,4.472135955,0,zone2,1,0.240506329
2791,Marugan,Spain,10,Pinus pinea,dominate,7.9,368697,4587420,inclinated,healthy,other,3.8,2,0.401,4.648987034,15.596787,3.276525,0,0,23.52229903,0.023522299,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,0.666666667,0.2451331,0.499801295,1.329661349,0.004901669937763,zone1,5.670455893,2.281959322,4,0,zone1,0,0.608247423
2792,Marugan,Spain,10,Pinus pinea,dominant,41,368693,4587420,inclinated,healthy,other,9.7,4.2,0.051,286.7132763,113.3518,88.2525,84.53575,0,572.8533263,0.572853326,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,0.666666667,0.2451331,0.371098955,1.945910149,0.132025431267111,zone2,4.604106009,1.85282856,3.16227766,0,zone3,0,0.010204082
2793,Marugan,Spain,10,Pinus pinea,dominant,41.9,368690,4587421,inclinated,healthy,other,9.8,3.9,0.161,302.080244,118.344027,92.169525,92.96092,0,605.554716,0.605554716,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,0.333333333,0.2451331,0.226713762,1.945910149,0.137885286964219,zone2,4.604106009,1.85282856,3.16227766,0,zone3,0,0.010204082
2794,Marugan,Spain,10,Pinus pinea,dominant,34.85,368687,4587413,inclinated,healthy,other,9.7,4.6,0.021,209.7589004,80.37184075,63.76243125,37.6730575,0,391.5662299,0.39156623,2,0.920138889,2.542668915,0.991313496,1.181818182,0.166666667,0.333333333,0.333333333,0.370358767,0.268003904,1.945910149,0.095388374090488,zone2,4.604106009,1.85282856,4.472135955,1,zone3,1,0.628865979
2795,Marugan,Spain,11,Quercus ilex,dominate,6.25,368677,4587437,others,healthy,other,2.9,1.7,0.005,5.5859375,3.21875,3.5078125,0,0,12.3125,0.0123125,4,0.951843044,3.08000903,0.982304166,2.3,0.5,0.666666667,0.333333333,0.680693933,0.430357143,2.830915614,0.003067961575771,zone1,5.670455893,2.281959322,2.828427125,1,zone1,0,0.741071429
2796,Marugan,Spain,10,Pinus pinea,dominate,12.6,368694,4587414,inclinated,healthy,other,4.9,2.3,0.16,14.78350597,19.299032,8.3349,0,0,42.41743797,0.042417438,2,0.920138889,2.542668915,0.991313496,1.181818182,0,0,1,0.2451331,0.404726839,1.329661349,0.012468981242098,zone1,5.670455893,2.281959322,6.08276253,0,zone1,1,0.494845361
2797,Marugan,Spain,6,Quercus faginea,dominate,10.05,368692,4587399,others,healthy,other,4.4,1.5,0.015,15.554385,6.11065125,10.16973972,8.69631525,0,40.53109122,0.040531091,3,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.333333333,0.3709217,0.284797124,3.051198912,0.007932717799855,zone1,5.670455893,2.281959322,5,1,zone1,1,0.627118644
2798,Marugan,Spain,6,Quercus faginea,dominate,12.4,368688,4587405,others,healthy,other,3.8,2,0.021,23.67904,9.556184,16.03347776,13.238736,0,62.50743776,0.062507438,3,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.333333333,0.3709217,0.253429746,3.051198912,0.012076282160399,zone1,5.670455893,2.281959322,1.414213562,0,zone1,0,0.05
2799,Marugan,Spain,6,Quercus faginea,dominate,8.8,368687,4587406,others,healthy,other,4,1.6,0.011,11.92576,4.770304,7.9825152,6.667584,0,31.3461632,0.031346163,3,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.333333333,0.3709217,0.263213213,3.051198912,0.00608212337735,zone1,5.670455893,2.281959322,1.414213562,0,zone1,0,0.05
2800,Marugan,Spain,6,Pinus pinea,dominant,11.55,368683,4587401,inclinated,healthy,other,4.3,1.6,0.662,10.94680976,19.20245675,7.00363125,0,0,37.15289776,0.037152898,2,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,1,0.370358767,0.186847478,3.051198912,0.010477407849263,zone1,5.670455893,2.281959322,2,1,zone1,1,0.11627907
2801,Marugan,Spain,6,Quercus faginea,dominate,9.4,368683,4587399,others,healthy,other,3.8,1.8,0.012,13.60744,5.491574,9.21382736,7.607796,0,35.92063736,0.035920637,3,0.963235294,3.332089208,0.989544541,1.933333333,0.25,1,0.666666667,0.6208101,0.247147347,3.051198912,0.00693977817178,zone1,5.670455893,2.281959322,2,1,zone1,1,0.11627907
2802,Marugan,Spain,6,Pinus pinea,dominate,13.95,368671,4587390,inclinated,healthy,other,5.2,2.4,0.083,19.10233371,20.98499675,10.21663125,0,0,50.30396171,0.050303962,2,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.666666667,0.370358767,0.185897436,3.051198912,0.015284044609255,zone1,5.670455893,2.281959322,3,0,zone1,0,0.307692308
2803,Marugan,Spain,6,Pinus pinea,dominate,15.9,368675,4587395,inclinated,healthy,other,5.5,2.3,0.369,26.01275663,24.252167,13.272525,0,0,63.53744863,0.063537449,2,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.333333333,0.2451331,0.257537732,3.051198912,0.019855650968851,zone1,5.670455893,2.281959322,3.605551275,0,zone1,0,0.51754386
2804,Marugan,Spain,6,Pinus pinea,dominant,43.35,368673,4587398,inclinated,healthy,other,11.4,4.3,0.727,376.2540437,122.5602308,98.65918125,107.3764575,0,704.8499132,0.704849913,2,0.963235294,3.332089208,0.989544541,1.933333333,0.166666667,0.333333333,0.666666667,0.2451331,0.550584795,1.098612289,0.147593790011516,zone3,3.33220451,1.340977743,2.236067977,1,zone3,1,0.607894737
2805,Marugan,Spain,6,Juniperus thurifera,dominate,8.55,368672,4587400,others,healthy,other,4.47,0,0.522,12.60675441,10.4336505,2.588003946,0,0,25.62840886,0.025628409,1,0.963235294,3.332089208,0.989544541,1.933333333,0.5,1,1,0.245414567,0.280173215,3.051198912,0.005741456923976,zone1,5.670455893,2.281959322,2.236067977,1,zone1,1,0.607894737
2806,Marugan,Spain,6,Pinus pinea,dominate,14.75,368675,4587403,others,healthy,other,5.4,2.6,0.019,22.09856295,22.04286875,11.42203125,0,0,55.56346295,0.055563463,2,0.963235294,3.332089208,0.989544541,1.933333333,0.5,0.666666667,0.666666667,0.370358767,0.203281352,3.051198912,0.017087318792416,zone1,5.670455893,2.281959322,3.605551275,0,zone1,1,0.289473684
